ACCELERATION,BRAKE,STEERING,SPEED,TRACK_POSITION,ANGLE_TO_TRACK_AXIS,TRACK_EDGE_0,TRACK_EDGE_1,TRACK_EDGE_2,TRACK_EDGE_3,TRACK_EDGE_4,TRACK_EDGE_5,TRACK_EDGE_6,TRACK_EDGE_7,TRACK_EDGE_8,TRACK_EDGE_9,TRACK_EDGE_10,TRACK_EDGE_11,TRACK_EDGE_12,TRACK_EDGE_13,TRACK_EDGE_14,TRACK_EDGE_15,TRACK_EDGE_16,TRACK_EDGE_17
0.0,1.0,-0.008471605742697914,166.08,0.453436,0.0199006,2.73336,2.7853,2.93001,3.19291,3.62876,4.35567,5.66191,8.45412,17.7437,73.4128,37.6127,20.1501,14.0528,11.046,9.33265,8.29773,7.67947,7.35494,7.26862
1.0,0.0,-0.0073349203160810285,285.931,0.604637,-0.0148967,5.93112,6.00803,6.28354,6.80662,7.68631,9.16157,11.8248,17.6527,45.0266,196.738,93.0591,61.0916,45.5037,36.5883,31.1597,27.753,25.6493,24.4819,24.0721
1.0,0.0,0.009079501693091423,66.4844,-0.0556973,0.0389397,15.8475,16.2033,17.1071,18.7202,21.3866,25.8547,33.9885,51.8891,117.145,200.0,66.8596,37.4384,26.5584,21.0744,17.9187,16.0081,14.8741,14.2958,14.1753
1.0,0.0,7.544843650221012E-5,141.169,-0.00603027,-9.07464E-5,5.03015,5.10767,5.3528,5.80801,6.5659,7.82468,10.0587,14.7035,28.9526,110.879,28.635,14.5345,9.94126,7.73255,6.48817,5.73899,5.28898,5.0466,4.96985
1.0,0.0,0.006121960590104578,158.037,-0.454559,-0.00334996,8.72739,8.85358,9.26151,10.0179,11.2658,13.2988,16.7672,23.3315,38.119,76.0799,23.9822,10.0403,6.68181,5.14726,4.29886,3.79239,3.4892,3.32562,3.27264
1.0,0.0,0.009650857191573525,129.405,-0.567134,0.0124949,9.4035,9.56018,10.0131,10.8318,12.1593,14.2769,17.7582,23.8526,35.2912,54.7107,22.5198,7.82586,5.20986,4.02702,3.37425,2.98553,2.75436,2.63225,2.5974
1.0,0.0,0.0016600774858138757,158.589,0.119804,0.0364984,5.2847,5.401,5.69961,6.23366,7.11674,8.59558,11.283,17.1744,35.7954,69.5156,32.7971,17.8653,12.6468,10.0234,8.51573,7.60311,7.06095,6.78334,6.7233
0.0,1.0,0.361797444094326,87.8998,0.883783,-0.0246645,0.697521,0.705441,0.736883,0.797564,0.900482,1.07461,1.39451,2.13597,31.5316,26.8086,22.7632,19.4778,16.9175,14.9824,13.5577,12.5425,11.86,11.4578,11.3051
0.0,1.0,0.016779796148557333,115.264,-0.24826,0.109954,7.53561,7.80748,8.36723,9.32485,10.9165,13.6955,18.3069,24.6592,33.1445,44.2068,16.4369,10.0295,7.56699,6.21782,5.41256,4.92233,4.64148,4.5198,4.5376
1.0,0.0,0.004737953910705511,142.233,-0.514153,0.0627535,9.1017,9.33009,9.857,10.7651,12.2203,14.5508,18.4432,25.4594,39.3064,123.528,16.0131,7.73413,5.40073,4.27814,3.64321,3.26333,3.04166,2.93379,2.92097
1.0,0.0,0.02845000574626152,61.7666,-0.373159,0.317213,7.22633,7.78868,8.68333,9.86016,11.3454,13.1485,15.2345,17.5175,19.8722,22.1554,7.55806,5.071,4.20594,3.68877,3.3762,3.20216,3.1358,3.16638,3.29879
0.0,1.0,-0.014837189545750267,139.165,0.134751,-0.0993921,4.3477,4.33849,4.46468,4.74699,5.23729,6.04538,7.41472,9.97804,15.9928,58.81,39.5931,22.8678,13.7847,10.067,8.123,6.9862,6.29636,5.89348,5.7019
1.0,0.0,0.006753267294817196,152.932,-0.115057,0.124436,6.74248,7.0009,7.51738,8.37385,9.7332,11.937,15.723,22.7681,36.685,62.8488,25.7263,12.3197,8.92291,7.26374,6.32183,5.76268,5.44649,5.31633,5.35103
1.0,1.0,0.002030898650064366,188.159,-0.147776,-0.0112771,6.8871,6.97946,7.29913,7.90109,8.90619,10.5723,13.5103,19.5313,37.277,90.2159,31.4606,15.4294,10.4311,8.06383,6.73919,5.94345,5.46428,5.2029,5.11367
1.0,0.0,-0.008653149631821932,167.767,0.529897,0.0135544,2.82086,2.87146,3.01764,3.28534,3.73031,4.47415,5.81547,8.71476,19.2146,83.2988,42.4882,24.8033,17.622,13.9342,11.7983,10.4968,9.71377,9.29803,9.18024
1.0,0.0,-0.0017717083375005062,94.0407,0.287506,0.0124104,4.27529,4.35077,4.57032,4.97231,5.63973,6.75103,8.73843,12.9414,26.4846,200.0,41.5646,21.8434,15.1261,11.8438,9.98115,8.85732,8.18447,7.82768,7.72563
1.0,0.0,-0.00273792330668492,125.202,-0.691355,-0.0632626,10.1661,10.2038,10.5238,11.1674,12.2238,13.858,16.3928,20.9825,31.9537,107.501,41.8652,7.97572,4.40564,3.19806,2.58804,2.23643,2.02613,1.90689,1.85567
1.0,0.0,0.00787280578433503,107.221,0.805103,0.0153434,1.16953,1.19154,1.25471,1.371,1.56707,1.90423,2.55343,4.32093,52.2362,91.125,32.5644,22.106,17.2888,14.6079,13.0088,11.9736,11.305,10.9362,10.8316
1.0,0.0,0.006597900648856641,154.735,-0.275448,0.0323084,7.65669,7.81936,8.24506,9.00929,10.2737,12.3889,16.2214,24.5683,53.989,134.58,21.1682,11.6802,8.238,6.51578,5.52806,4.93046,4.57491,4.39165,4.34958
0.0,1.0,-0.022340961716178713,94.7693,0.447237,-0.112742,3.3365,3.32254,3.40556,3.59754,3.92862,4.45899,5.30693,6.78782,12.1952,34.9166,28.7459,23.2862,18.8302,15.4308,12.9499,11.182,9.94065,9.13391,8.74998
1.0,0.0,0.791080420125523,57.799,-0.619853,0.554609,11.1649,12.4263,14.3495,17.29,21.8457,29.3121,46.236,95.5997,7.05414,4.55379,3.50366,2.93617,2.60207,2.40598,2.30544,2.28202,2.33173,2.46319,2.70166
1.0,1.0,-0.010300528986962298,139.929,0.520493,-0.0174262,2.87749,2.91344,3.04541,3.29668,3.71944,4.42742,5.70175,8.4684,21.0588,57.5733,36.317,24.0298,17.6202,14.0418,11.8964,10.5618,9.74154,9.28625,9.12427
1.0,0.0,-0.012711607376864224,125.286,0.600367,-0.16513,2.43271,2.39791,2.44125,2.57043,2.8109,3.2207,3.93825,5.38448,10.7462,61.8435,35.8674,24.7176,19.0563,15.6551,13.3481,11.7854,10.7414,10.0772,9.71154
1.0,0.0,-0.008529668446181447,154.784,0.463313,-0.0159299,3.22055,3.26157,3.40993,3.69176,4.16535,4.95741,6.37872,9.43842,21.8319,66.7698,37.961,23.892,17.1967,13.6004,11.4816,10.1758,9.37742,8.93638,8.78098
1.0,0.0,0.01876308977274354,106.513,-0.578892,0.141948,9.55561,9.89281,10.5304,11.5522,13.1069,15.4487,18.9963,24.3739,32.2777,43.1622,12.0941,5.88943,4.26037,3.45916,3.00246,2.73287,2.5845,2.52805,2.55354
1.0,0.0,0.01552551452368169,116.486,0.424966,0.234012,3.55059,3.77264,4.16665,4.8299,5.99468,8.37516,14.5085,25.9606,40.8194,56.3534,20.2717,14.3862,11.9256,10.4217,9.46646,8.88954,8.60207,8.56372,8.76932
1.0,0.0,0.008674742453210236,131.488,-0.41213,0.00649476,8.47296,8.60881,9.01792,9.76668,10.995,12.9883,16.3714,22.7034,36.4505,52.5765,27.2246,10.7034,7.1248,5.4996,4.6021,4.06715,3.7482,3.57835,3.5273
1.0,0.0,0.007705158761251597,70.1846,-0.65791,0.0638199,8.30621,8.5274,9.03864,9.93003,11.3901,13.8223,18.2057,27.4986,54.1946,149.18,7.42155,4.29387,3.09583,2.48148,2.12509,1.9093,1.78271,1.72101,1.71393
1.0,0.0,-0.0037735014758496633,93.4044,0.374338,-0.0155272,3.12869,3.16828,3.31077,3.58059,4.03168,4.77893,6.09348,8.77336,16.5591,168.679,43.3993,20.9894,14.1249,10.8933,9.08988,8.00749,7.35515,6.9977,6.87252
1.0,0.0,0.002236191979954221,158.166,-0.365697,-3.52081E-4,8.19418,8.31662,8.70358,9.41812,10.5948,12.5093,15.7692,21.9101,35.5486,70.2353,31.3289,11.7448,7.77044,5.97885,4.99249,4.405,4.05405,3.86554,3.80582
1.0,0.0,0.012434698667373479,120.78,0.355033,0.102503,3.89022,4.0232,4.30091,4.77565,5.55805,6.89768,9.46715,15.8551,53.7711,79.456,29.7259,18.6311,13.8743,11.3266,9.82151,8.90843,8.38375,8.15134,8.1731
1.0,0.0,0.013883284232416547,110.865,-0.664752,0.0583148,10.0035,10.2322,10.7636,11.6697,13.0873,15.2625,18.6342,23.9597,32.3678,47.9761,15.1128,5.51459,3.78258,2.9769,2.52662,2.25852,2.10217,2.02552,2.01501
1.0,0.0,-0.010223560874506798,125.581,-0.164915,-0.140275,7.05883,6.9936,7.14466,7.53644,8.23852,9.39981,11.3434,14.8699,24.5149,52.8317,36.2775,22.5954,13.3969,9.46505,7.49349,6.36165,5.67671,5.26947,5.06021
1.0,0.0,0.006117992486297652,250.003,0.217806,0.0270021,11.7372,11.9753,12.6145,13.7676,15.6771,18.8671,24.6264,37.0679,104.602,157.611,84.8764,49.738,34.9142,27.5424,23.3261,20.7767,19.2572,18.4677,18.2738
1.0,0.0,0.3618784253583952,82.1466,0.77671,-0.00882119,1.1165,1.13226,1.18575,1.28659,1.45619,1.74177,2.26286,3.43821,38.8222,33.0875,25.3741,19.3022,15.3807,12.8429,11.1797,10.0898,9.40057,9.01509,8.88385
1.0,0.0,-0.006830635911399359,162.835,0.33371,-0.0796902,4.01056,4.01587,4.14806,4.42928,4.91274,5.71178,7.08406,9.73504,16.5466,161.213,59.669,28.2883,18.2359,13.669,11.1785,9.69491,8.78957,8.26523,8.02747
0.0,1.0,-0.005219192910637549,183.489,0.0745341,0.019046,5.5538,5.65848,5.9515,6.48429,7.36774,8.84088,11.4866,17.135,33.4716,59.867,39.7025,17.9161,12.4848,9.80921,8.28533,7.36494,6.81497,6.52593,6.44837
1.0,0.0,0.01003584544225765,267.815,0.585457,0.0258596,6.22025,6.34723,6.6907,7.3136,8.35315,10.1153,13.4012,21.2374,123.94,181.222,84.2445,55.9859,42.5026,34.675,29.8628,26.8407,25.0004,24.0317,23.7893
1.0,0.0,-1.0,54.5055,-0.676901,-0.145323,8.43653,8.3866,8.48707,8.74339,9.16927,9.78657,10.6245,11.7168,13.0949,14.7772,16.7543,18.9777,21.3571,4.47681,2.74062,2.17279,1.87945,1.71681,1.63547
1.0,0.0,0.0070754980567761016,161.992,0.428139,0.0557378,3.43661,3.52589,3.73892,4.11586,4.74363,5.8205,7.89193,13.317,55.871,116.341,29.0668,19.727,14.9566,12.2367,10.5803,9.55012,8.93426,8.62711,8.58162
1.0,0.0,0.021691495294082284,144.25,0.391266,0.10654,3.06148,3.17139,3.39841,3.78429,4.42056,5.51549,7.63998,13.0725,50.5613,60.9871,24.4295,15.5697,11.6864,9.5867,8.34142,7.58648,7.15625,6.97156,6.99384
1.0,0.0,0.36581432663437924,84.8489,0.560218,-0.191064,2.69315,2.6391,2.67572,2.81018,3.07158,3.53096,4.37511,6.34773,36.9785,29.7969,24.6596,20.3839,17.0334,14.5179,12.6795,11.363,10.4453,9.83931,9.48885
1.0,0.0,-0.004987763209467069,254.633,0.417078,-0.0390416,8.75064,8.82657,9.19229,9.91266,11.1369,13.1922,16.8891,24.9349,70.9785,147.38,88.3048,57.6979,42.0447,33.3415,28.1281,24.879,22.8666,21.7242,21.2715
1.0,0.0,-0.009353380865385433,152.18,0.338562,-0.0692837,3.97827,3.991,4.13129,4.42303,4.92322,5.754,7.2008,10.093,18.5612,87.5797,45.2628,25.6834,17.4538,13.357,11.0379,9.63239,8.76886,8.27008,8.05026
1.0,0.0,-0.003739518667409243,138.75,0.379325,0.0147632,3.10371,3.15982,3.32075,3.61467,4.10243,4.915,6.37033,9.45832,19.5069,117.481,36.6515,19.3804,13.4508,10.5449,8.89371,7.89709,7.30081,6.9856,6.89738
1.0,0.0,0.7521385338718205,79.9129,0.777936,0.0341234,1.3332,1.36362,1.44311,1.58769,1.83377,2.27019,3.18528,34.6023,29.3685,24.729,20.8639,17.8046,15.4722,13.7414,12.4888,11.6148,11.048,10.7419,10.672
1.0,0.0,0.3828730123852425,67.8743,0.128206,-0.385911,5.7516,5.37697,5.23509,5.29184,5.56045,6.11143,7.13975,9.31671,158.741,55.4912,31.9901,22.3929,17.3809,13.8724,11.3972,9.68574,8.51113,7.71515,7.19643
1.0,0.0,-9.392661010475934E-4,197.869,0.230334,0.0239165,4.61932,4.71045,4.95895,5.40863,6.15361,7.39727,9.63796,14.4561,30.7769,172.519,37.4437,20.2583,14.1807,11.1692,9.4496,8.41029,7.79018,7.46653,7.38411
1.0,0.0,-0.00451189901207476,148.648,0.391652,-0.0293013,3.65169,3.68967,3.84897,4.15779,4.68015,5.55605,7.13264,10.5648,29.1056,59.5974,35.4292,22.7932,16.4944,13.0495,11.0041,9.73699,8.95686,8.51906,8.35336
0.0,1.0,-0.36075391709845783,84.1258,-0.398329,0.122755,7.04466,7.31241,7.84924,8.75833,10.2581,12.5785,15.4789,18.8172,22.3652,25.8632,29.0723,6.61891,4.99494,4.11117,3.5857,3.26735,3.08707,3.01239,3.03116
1.0,0.0,-0.012756483017549912,286.681,0.66191,-0.0221627,5.07263,5.13187,5.36041,5.79886,6.53853,7.77938,10.018,14.9147,39.4485,138.243,88.1485,61.1337,46.3766,37.6508,32.2124,28.7516,26.5923,25.379,24.9343
1.0,0.0,0.011264276703291838,54.3479,-0.0365743,0.0502388,15.5683,15.9498,16.8762,18.5141,21.2181,25.7637,34.1069,52.8147,125.418,200.0,64.8382,37.1713,26.6209,21.2381,18.1241,16.2368,15.1215,14.5637,14.4696
1.0,0.0,-0.0013895783902996685,109.585,0.256063,0.0152027,4.46414,4.54519,4.77707,5.20039,5.90282,7.07313,9.16975,13.6213,28.1338,200.0,39.9597,21.1538,14.6877,11.5172,9.71524,8.62753,7.97683,7.63306,7.53725
1.0,0.0,-0.008020451640392175,172.539,0.552429,-0.0344173,2.68701,2.7121,2.82465,3.04382,3.41309,4.02466,5.09576,7.26058,13.5325,128.134,52.6285,28.4504,19.3942,14.9662,12.4652,10.9534,10.0339,9.51898,9.32001
1.0,0.0,-0.006086420950533533,129.827,0.0985972,-0.101411,5.43714,5.42331,5.58359,5.94577,6.58096,7.6448,9.50533,13.267,25.624,75.6838,39.1396,22.2642,14.9794,11.3493,9.30166,8.06155,7.29483,6.842,6.62451
1.0,0.0,0.0018029076114487452,193.061,-0.331635,-0.0197409,7.99136,8.08649,8.44356,9.12363,10.262,12.1466,15.4542,22.163,41.3864,200.0,26.0107,12.3999,8.30599,6.39033,5.32416,4.68488,4.29928,4.08708,4.01097
1.0,0.0,7.518394659415506E-5,151.967,-0.00562134,-2.44347E-4,5.02811,5.10545,5.35032,5.80514,6.56238,7.82007,10.052,14.6913,28.9156,92.0525,28.6717,14.5466,9.948,7.73715,6.49168,5.74186,5.29145,5.04881,4.97189
0.0,1.0,-0.020286614964012826,146.206,0.353503,0.00242597,3.23248,3.28351,3.44183,3.73456,4.22062,5.02497,6.44256,9.33493,17.4998,63.818,49.198,20.524,13.7036,10.5798,8.8502,7.81759,7.20065,6.87012,6.76752
1.0,0.0,-0.003362075851189399,184.505,0.453041,0.00696594,3.28184,3.33656,3.50133,3.80484,4.30932,5.14837,6.64383,9.78268,19.6767,200.0,48.2995,25.0123,17.229,13.4518,11.315,10.0269,9.25452,8.84209,8.71846
1.0,0.0,0.004314716344471173,156.299,-0.434321,-0.00573605,8.60605,8.72643,9.12295,9.8598,11.0745,13.0479,16.3945,22.6482,36.3222,70.3755,27.85,10.5847,6.9829,5.36207,4.47086,3.94002,3.62242,3.45067,3.39413
1.0,0.0,0.005036495847894162,113.033,0.556581,0.114119,2.67793,2.77533,2.97386,3.31134,3.86778,4.82523,6.6825,11.4288,44.0652,82.0175,32.8092,20.9031,15.687,12.8672,11.195,10.1812,9.60332,9.35656,9.40063
1.0,0.0,-0.007396577121004757,150.317,0.179596,-0.0972816,4.94598,4.93726,5.08386,5.41022,5.9776,6.91638,8.52088,11.5856,19.2585,145.249,59.4295,26.5313,16.7183,12.3882,10.0586,8.67928,7.83728,7.34448,7.1109
1.0,0.0,-0.01055981040753311,140.631,0.505249,-0.0431787,2.97134,2.99484,3.11623,3.35686,3.76607,4.45157,5.67721,8.30035,19.7457,59.0364,36.4892,24.2623,17.8082,14.1624,11.961,10.5827,9.72583,9.23677,9.03943
1.0,0.0,0.011374375133806805,120.268,0.381373,0.161935,3.76062,3.93048,4.2505,4.7834,5.66164,7.19168,10.2344,18.2441,55.176,89.2549,27.1132,17.4257,13.2602,11.0048,9.67004,8.87217,8.43801,8.28891,8.39999
1.0,0.0,0.006864336787995509,288.226,0.00300007,0.0379674,14.9658,15.2991,16.1495,17.6685,20.1796,24.3866,32.0396,48.8559,109.849,200.0,71.3356,39.8604,28.2529,22.4083,19.0469,17.0119,15.8036,15.1864,15.0559
1.0,0.0,-0.013423480727877113,288.379,0.584035,-0.0337375,6.2431,6.30289,6.56876,7.08737,7.96503,9.43257,12.0534,17.6353,40.3989,137.101,89.9217,61.9183,46.1251,36.8858,31.2334,27.6928,25.4966,24.2544,23.7733
1.0,0.0,0.0020038518614316205,97.0411,0.794249,0.046967,1.02993,1.05539,1.11826,1.2307,1.41959,1.74781,2.39938,4.40189,37.8761,137.63,27.07,18.1047,14.1285,11.941,10.6458,9.82096,9.30023,9.02874,8.97901
1.0,0.0,0.008108506557461937,146.646,-0.193329,0.10697,7.20029,7.4471,7.95578,8.81774,10.2213,12.5724,16.867,26.0997,51.2912,112.412,19.2048,11.332,8.32025,6.75808,5.84788,5.30007,4.98755,4.85124,4.86826
0.0,1.0,-0.36164762086546726,91.4045,0.105315,0.108436,4.49986,4.6587,4.98622,5.54447,6.46467,8.04417,11.091,18.7309,26.9183,32.3171,36.036,12.5118,9.35459,7.65542,6.64963,6.03964,5.69053,5.53867,5.55923
0.0,1.0,-0.3703576770867422,117.04,-0.557552,0.0544364,9.35783,9.57051,10.0727,10.9358,12.2978,14.4137,17.7589,23.2119,32.218,46.2984,65.4265,7.47966,5.054,3.95653,3.3489,2.98846,2.77828,2.67456,2.65874
1.0,0.0,-0.00520780685484878,141.89,-0.243744,-0.14132,7.53845,7.46661,7.62828,8.05007,8.80864,10.0702,12.2025,16.156,25.3738,172.113,59.9464,20.6034,11.9311,8.51594,6.7671,5.75448,5.13904,4.77208,4.58295
1.0,0.0,-0.3633838344902352,69.8856,-0.692835,0.105579,10.1978,10.4482,10.9466,11.7356,12.8834,14.4886,16.6789,19.5951,23.3453,27.9337,33.2058,5.2714,3.40022,2.6586,2.26187,2.03215,1.90352,1.84772,1.85411
1.0,0.0,0.3620763180260296,81.1024,0.805643,-0.112542,1.17393,1.1685,1.20124,1.27804,1.41457,1.64602,2.05922,2.9443,33.8361,28.7233,24.2304,20.5121,17.5808,15.3506,13.6978,12.505,11.6784,11.1515,10.8819
1.0,0.0,0.003950515675428257,172.51,-0.440081,0.00740987,8.64072,8.7855,9.22013,10.0203,11.3502,13.5623,17.5061,25.7888,51.9428,200.0,18.567,9.62685,6.63407,5.18087,4.35856,3.86281,3.5656,3.40698,3.35961
1.0,0.0,0.013467489711934153,112.544,-0.602933,0.205716,9.78041,10.1897,10.892,11.9649,13.5335,15.7873,18.9919,24.1907,34.2187,57.4852,9.6742,5.03647,3.74789,3.10108,2.73144,2.51764,2.40885,2.38364,2.43744
1.0,0.0,-0.36006781988370984,80.8837,-0.834527,0.0511869,11.0183,11.2266,11.7143,12.5224,13.7286,15.4343,17.7755,20.8576,24.5142,28.4076,32.2894,2.78055,1.8899,1.48137,1.25412,1.11896,1.03992,1.00065,0.994171
0.0,1.0,-0.3616185057089352,76.9646,-0.0867799,0.199934,5.54434,5.83849,6.36999,7.2503,8.72041,11.3578,15.1719,19.4881,23.8893,28.0239,31.6294,8.7501,6.89706,5.83809,5.19794,4.81618,4.61735,4.56757,4.65891
1.0,0.0,-0.0014287877864455469,244.104,0.616777,0.0121528,5.74875,5.85156,6.15149,6.7027,7.62417,9.17841,12.0373,18.6002,80.6823,182.737,87.8957,58.4014,44.105,35.8281,30.75,27.5589,25.6048,24.5557,24.2534
1.0,0.0,-0.3756377142148997,148.93,-0.4453,0.00123483,8.67181,8.802,9.20824,9.95484,11.1774,13.1481,16.4459,22.4301,34.5822,60.2914,103.112,10.3678,6.8097,5.23026,4.36488,3.85063,3.54395,3.37964,3.3282
1.0,0.0,0.3712516238346193,236.544,0.665584,0.0163633,5.01691,5.11029,5.37604,5.86203,6.67316,8.0405,10.5541,16.3036,200.0,135.58,85.963,59.4667,45.0846,36.7135,31.5623,28.3216,26.339,25.2802,24.9869
0.0,1.0,-0.0021962103181057025,158.286,-0.322901,-0.0033099,7.93747,8.05206,8.42254,9.10929,10.2414,12.0841,15.2217,21.1337,34.3058,65.1728,37.5969,12.7046,8.35174,6.40977,5.34466,4.71115,4.33258,4.12863,4.06259
1.0,0.0,0.003997827432881351,247.717,0.357895,0.0760727,9.65952,9.94215,10.5728,11.6673,13.4712,16.529,22.2574,35.7235,98.5252,170.281,82.1338,49.3843,36.0905,29.1332,25.0633,22.5934,21.1517,20.4675,20.4275
1.0,0.0,-0.002075972708832605,143.378,-0.612189,-0.0172817,9.67447,9.78516,10.1879,10.941,12.1659,14.0962,17.1815,22.5732,34.4059,77.2434,38.7359,7.83876,4.95617,3.75158,3.10504,2.72365,2.49573,2.37118,2.32722
1.0,0.0,0.011327658201640816,171.155,0.0379944,0.142654,5.83304,6.08484,6.576,7.411,8.82238,11.3197,16.1681,27.3252,54.2947,96.9624,19.3627,12.7177,9.84425,8.259,7.28786,6.69271,6.35883,6.23105,6.28992
1.0,0.0,0.3763245597767935,150.878,0.445989,-0.00601738,3.32413,3.37267,3.53359,3.83577,4.34325,5.19708,6.753,10.2455,106.749,60.3534,34.6877,22.535,16.5224,13.202,11.2154,9.98166,9.22653,8.81312,8.67607
1.0,0.0,-0.006902532315838634,128.538,-0.605748,0.0784125,9.66327,9.92801,10.444,11.2514,12.4242,14.07,16.3555,20.2596,28.9036,104.478,51.6324,7.0307,4.37791,3.41789,2.91354,2.62338,2.45563,2.37656,2.37283
0.0,1.0,-0.37550179447307175,142.22,-0.450864,-0.00266808,8.70522,8.8307,9.23388,9.97855,11.2003,13.1724,16.4731,22.446,34.2948,56.1893,94.9545,10.313,6.76963,5.19507,4.33231,3.81938,3.51299,3.34798,3.29482
1.0,0.0,-0.010513864054869515,133.555,0.60405,-0.0124137,2.3759,2.40781,2.51953,2.73102,3.08666,3.68385,4.76592,7.15784,20.1139,55.7934,35.2664,24.0915,18.046,14.5555,12.4192,11.075,10.2443,9.78418,9.625
1.0,0.0,0.014676737436116607,177.364,-0.0938619,0.0101281,6.56348,6.67773,7.01514,7.6357,8.67072,10.4066,13.5577,20.5075,55.5996,79.4939,26.7638,15.0822,10.5753,8.31561,7.02022,6.23431,5.76208,5.51056,5.43707
1.0,0.0,-0.006125268448627885,206.158,0.422312,-0.0402985,8.67252,8.74579,9.1059,9.81668,11.0251,13.0531,16.6965,24.6013,66.7288,148.164,88.8367,58.0329,42.2707,33.5077,28.2593,24.9884,22.9618,21.81,21.3511
1.0,0.0,0.0076487892719695515,131.415,0.0831438,0.103035,5.53047,5.72008,6.11556,6.79148,7.90542,9.81314,13.4741,22.4802,38.8288,69.0955,24.0604,14.8764,11.0822,9.04922,7.84797,7.11924,6.70064,6.51551,6.53351
1.0,0.0,-0.3693656149967279,97.2642,-0.82827,0.00948269,10.97,11.1261,11.5808,12.3875,13.6472,15.5417,18.4607,23.0707,30.517,42.4158,59.8817,3.16875,2.08639,1.60637,1.34325,1.18697,1.09409,1.04485,1.03043
1.0,0.0,-0.01248131780762959,133.267,-0.313742,-0.103613,6.60274,6.58463,6.76347,7.16632,7.86165,9.00597,10.9288,14.4539,22.3378,82.1086,51.3199,15.3171,8.75418,6.26152,4.99184,4.26212,3.82535,3.57156,3.4502
1.0,0.0,-0.002919933370521424,226.617,0.277028,-6.04393E-4,4.33783,4.40428,4.61521,5.00715,5.65976,6.74361,8.66659,12.6619,24.8952,164.018,44.2764,22.44,15.3404,11.9288,10.0073,8.8506,8.15571,7.7812,7.66217
1.0,0.0,-0.7558123634274541,70.7847,-0.742407,-0.0461386,10.4623,10.5158,10.8018,11.3457,12.2057,13.4645,15.2561,17.7792,21.3152,26.2254,32.9267,41.8119,3.90878,2.7064,2.16194,1.86041,1.68414,1.58654,1.54731
1.0,0.0,-0.02612034010498716,108.755,-0.333179,-0.06866,6.68146,6.703,6.93378,7.41132,8.22348,9.55334,11.8048,16.0131,25.6438,58.1841,51.7482,12.4648,7.67484,5.69223,4.64142,4.02344,3.64966,3.43579,3.34198
1.0,0.0,0.01116323582392555,112.949,-0.570737,0.0298832,7.85698,8.01077,8.41508,9.13245,10.2898,12.1363,15.183,20.5477,30.6827,50.7918,14.5542,6.1522,4.1785,3.26098,2.74914,2.44343,2.26259,2.16936,2.1473
1.0,0.0,0.009733660447923391,287.181,0.268461,0.0860926,11.0139,11.3566,12.1009,13.3847,15.5001,19.099,25.8994,42.2119,124.235,200.0,73.8378,45.1352,33.2281,26.9398,23.2467,21.0054,19.7043,19.1016,19.0976
0.0,1.0,-0.36830596170789187,114.572,-0.41802,0.0649069,8.52557,8.75073,9.26831,10.1663,11.626,13.99,17.7105,23.5607,32.3818,44.3287,58.4337,8.96581,6.37653,5.08579,4.34564,3.90012,3.63962,3.51321,3.49933
1.0,0.0,0.010513734305856809,136.151,-0.514626,0.0417946,9.09532,9.29386,9.78833,10.6568,12.0571,14.2984,18.0146,24.5369,36.23,60.469,18.3377,8.07891,5.55595,4.36384,3.69424,3.29373,3.05786,2.93852,2.91483
1.0,0.0,-0.01735965650711755,115.807,0.632322,-0.0477483,2.20863,2.22427,2.31232,2.4882,2.78767,3.28854,4.17982,6.06569,13.7318,47.8937,34.7766,24.8609,18.8363,15.1903,12.9127,11.4608,10.5476,10.0211,9.80423
1.0,0.0,0.01184139726621785,137.925,-0.54289,0.0386685,9.26393,9.46075,9.95823,10.8351,12.2514,14.5247,18.3212,25.1472,38.4282,63.463,16.5974,7.6371,5.25185,4.12188,3.48697,3.1069,2.88264,2.76857,2.74474
1.0,0.0,0.008782648179796109,132.395,-0.633349,-0.0023114,9.80013,9.93782,10.3779,11.1865,12.5017,14.5918,18.001,23.9062,34.983,56.6538,22.3858,6.90199,4.52488,3.47034,2.89315,2.55021,2.34547,2.23532,2.19991
1.0,0.0,0.36487899441046207,107.238,0.393451,-0.0713782,3.64958,3.66084,3.80087,4.09848,4.62726,5.56996,7.47413,11.3301,48.7452,40.6467,32.0617,23.7278,16.6079,12.6485,10.7852,9.70572,8.99749,8.57122,8.37816
1.0,0.0,0.0027784452380388916,157.9,-0.337468,0.00723583,8.02499,8.15561,8.5471,9.26369,10.4416,12.3606,15.6412,21.8681,35.8732,71.2168,30.451,12.0148,8.01264,6.18987,5.18213,4.5812,4.22293,4.03223,3.97528
1.0,1.0,-0.36564213785007893,94.8363,-0.693647,0.038166,10.1683,10.3644,10.8568,11.7086,13.0365,15.0463,18.0751,22.6326,29.2728,38.05,47.8721,5.37098,3.58321,2.78582,2.3468,2.08643,1.9335,1.85584,1.8395
1.0,0.0,0.37966307123942733,98.2565,0.70909,-0.0392849,1.74683,1.76189,1.83467,1.97814,2.22204,2.63157,3.36816,4.9719,85.7331,38.8136,29.5923,23.1615,18.4816,15.3281,13.2365,11.8576,10.9756,10.4658,10.2616
1.0,0.0,-1.0,53.5714,-0.703097,-0.149843,8.57104,8.51699,8.61394,8.86704,9.28947,9.90235,10.7338,11.8161,13.1794,14.8406,16.7903,18.981,21.3254,3.93413,2.50739,1.99633,1.72869,1.57925,1.50383
